Species,H0,H1
7,10.581469154478917,6.212659987788221
7,10.899677017922212,6.217512397012281
7,10.331865280555888,5.227401440557172
10,9.492336192071386,4.1728786443464445
10,9.83551492597863,4.824301170661231
8,9.570132303706567,5.272731330536642
8,9.418990171103195,4.963749733797254
8,9.883385981744922,5.506552618929804
8,9.97833427661539,5.886680617962588
8,9.284405341432299,5.643519811481432
8,9.515598776959013,5.066285103540298
10,9.183633981044235,4.255307135642269
10,9.746271340199668,5.370455887867469
7,11.235869324221284,7.2337045018004025
7,10.881950023305857,5.996975867415809
7,10.67356682323001,5.5996411991114
7,10.728843631374229,6.305733530875792
7,11.23956474107761,7.309932917724494
10,9.396818253895725,4.574421582422609
10,9.19422916859596,4.628488836734033
8,9.816811808090211,5.298716005203252
8,10.494526853688955,6.8151080742541845
8,10.023972778893754,5.869507014928635
8,10.327501771202078,5.940313074554616
10,9.518941078211073,4.719441353348729
10,9.418730577942048,4.580981716184857
10,9.617669604535392,5.046798339726898
7,11.353990472631237,7.046689799618453
7,10.13789885042783,4.738639639500421
7,10.740402642483698,6.327879037111447
7,11.052510670713756,6.480679476292661
10,9.648935251307458,5.139382053115242
10,9.689668315768337,5.181529050242097
10,9.550129099330034,4.637003934355007
8,8.736283127420126,4.6584860457488935
8,9.756968654544314,5.08285106034963
8,9.858626012581277,5.4677128501456576
8,8.809097244378702,4.770854432643704
10,9.625883785976674,4.923271464162373
10,9.233440927439043,4.223512558611042
10,9.62308214537163,4.968276496940575
7,9.921878830022537,4.428092626228873
7,10.40802867765362,5.937065057838253
7,10.977825257969542,7.046067310965827
7,10.778806749600353,6.158681898261079
10,9.972571441815202,4.954091863604035
10,9.479390394668508,5.587515247298087
8,10.317463110158943,6.552590186189179
8,9.652726801213978,5.539458570683977
8,8.59226472752232,3.793408991721613
8,10.152291943175003,5.840053673671747
8,9.858608592059698,5.760441533763094
8,10.615311014861685,6.811435289779089
10,9.333346649267932,4.859683908504214
10,9.547677800661692,4.894036004786175
7,10.653133109267781,6.0851042953817585
7,10.728207049036525,6.304967547251416
7,10.148376405671808,5.022027424762105
1,11.272611736590232,7.368562915342313
1,10.830151681792316,7.3071424316824904
1,10.830178902205647,7.180665210081212
1,11.18283118296352,7.540419495653037
1,10.808401550556626,6.959358170779397
1,11.345756756321544,7.945851844304263
1,11.197497757588351,7.580084724949025
1,11.234588674215301,7.766087666613525
1,11.28526096054207,7.681247183417796
1,11.313014258063598,7.574053050628712
1,11.259026096461685,7.733879455000062
1,10.765199026949244,7.123373648457229
8,9.81370514369284,5.681649971877173
1,11.345221311929333,7.652698902829168
1,11.27994388410632,7.762583512799003
1,11.196412155127037,7.652906322333692
1,10.860339587372268,7.380344836577498
1,11.311828416076816,7.666442588738907
1,11.1697490015759,7.694299341280367
1,10.98769040792469,7.489387189210783
