Species,H0,H1
8,9.526848837998966,4.178185386357561
8,8.545654062383123,3.616304023429315
8,8.811560395430067,3.134129335832457
10,8.683924855342408,2.972353258450414
10,9.075442641432883,3.1366201880989744
7,10.59853614856963,5.555565281189947
7,10.516472541770582,4.534473772618156
7,10.112450599423848,3.764400662029562
7,10.17826324537783,4.59771979032621
7,10.533281306033007,4.947607837593372
10,8.789339454534115,2.4363158678466554
10,8.520117470315466,2.126841953743267
8,9.261921776594487,3.9230704347587926
8,9.835526733443915,5.032519701503113
8,9.295373585509553,3.9096961472720126
8,9.857376102192461,4.707415409211095
10,8.887651020897389,2.8504209960445337
10,8.885967063290556,2.4723410862963737
10,9.047144208699502,3.23090786512286
7,10.617985577794924,4.823143896727161
7,9.70807458768639,2.876646536982822
7,10.081776194818733,4.48678410203917
7,10.459619956755102,4.8757565081830485
10,8.986340354906227,2.351281780630965
10,8.757081918640568,2.420286660462225
10,9.022599066326533,2.504536811956801
8,7.902262296704877,2.5600321811302935
8,9.206424887808444,3.587891949838773
8,9.396329643327094,3.7639609973466057
8,8.131293108258069,2.5694009379919365
10,9.020031974887457,2.648735030658274
10,8.486358651643693,2.069590421728924
10,8.948252876996808,2.8027672943368036
7,9.42879932725202,2.7305055871198602
7,9.912861579394155,4.542291490338113
7,10.51330438516172,5.527498188738209
7,10.120681856377201,4.442232184951854
10,9.257328180503519,3.0170514943240843
10,8.956785849820607,3.157877502187171
8,9.757563740514437,5.04332687649846
8,8.910788801300741,3.9341743614135933
8,8.162285678204112,1.9192504074388774
8,9.504859543015643,3.9794877618080493
8,9.200074895279624,3.9917591768846212
8,10.192516705920891,5.264893806437209
10,8.238110261558278,2.015715252022003
10,8.847894129125446,2.502219676143809
7,10.208147164403242,4.613902849052261
7,10.11377703877595,4.647713166259828
7,9.778694211374809,3.401846770133381
1,10.718654654006459,5.77593882826807
1,10.43913562122805,6.032185026640349
1,10.225164213268023,5.490194525620034
1,10.683988629952088,5.857872989720324
1,10.379073209052493,5.6410735357097606
1,10.758499409778095,6.1544045197578985
1,10.65842658185584,5.897192383818474
1,10.800213138067727,6.434909309172119
1,10.820865561353914,6.124856182135115
1,10.72352744755712,5.873837506043184
1,10.73272802765146,5.99536544289121
1,10.166626899783443,5.435827146292957
8,9.322755696264052,4.0203169620706305
1,10.8612010284175,6.251594930643688
1,10.674722269312522,6.040637188057183
1,10.561323322453383,5.7696329554951955
1,10.417985778883768,5.8781691012283925
1,10.746962913750155,6.059994302701099
1,10.511730990664516,5.812834718049603
1,10.437635107353346,5.670231681811135
